State,Month,Helpline_Name,Calls_Received,Calls_Answered,Avg_Wait_Seconds,Successful_Interventions,Meta
Haryana,09/2015,AASRA,926,55,143.92,9,"{""region_coordinator"": ""D"", ""notes"": """"}"
Haryana,10/2015,Vandrevala Foundation,1881k,1607,146.47,30,"{'region_coordinator': 'C', 'notes': ''}"
Haryana,11/2015,Samaritans,923,725,204.88,28,"{'region_coordinator': 'C', 'notes': 'camp in rural area'}"
Haryana,12/2015,AASRA,837,187,257.71,39,"{'region_coordinator': 'B', 'notes': 'camp in rural area'}"
HARYANA,01/2016,Vandrevala Foundation,68,24,48.48,3,"{""region_coordinator"": ""B"", ""notes"": ""covered schools""}"
Haryana,02/2016,icall,1753,1511,161.49,7,"{""region_coordinator"": ""C"", ""notes"": """"}"
HARYANA,03/2016,AASRA,710,618,126.18,32,"{'region_coordinator': 'A', 'notes': 'covered schools'}"
HARYANA,04/2016,AASRA,1349,569,72.2,16,"{""region_coordinator"": ""A"", ""notes"": null}"
haryana,05/2016,samaritans,790k,669,241.64,49,"{'region_coordinator': 'D', 'notes': 'camp in rural area'}"
Haryana,06/2016,Samaritans,479,16,129.61,16,"{'region_coordinator': 'B', 'notes': ''}"
haryana,07/2016,Snehi,949,81,169.15,21,"{""region_coordinator"": ""C"", ""notes"": null}"
Haryana,08/2016,iCALL,19,19,218.84,6,"{'region_coordinator': 'A', 'notes': ''}"
Haryana,09/2016,Snehi,870k,354,173.7,32,"{""region_coordinator"": ""C"", ""notes"": ""covered schools""}"
Haryana,2016-10,Snehi,424,55,63.36,15,"{""region_coordinator"": ""B"", ""notes"": """"}"
haryana,11/2016,Snehi,1151,993,77.99,46,"{""region_coordinator"": ""D"", ""notes"": """"}"
Haryana,12/2016,Vandrevala Foundation,1535,5,20.34,4,"{'region_coordinator': 'B', 'notes': None}"
Haryana,01/2017,Samaritans,499k,302,49.41,33,"{'region_coordinator': 'B', 'notes': ''}"
haryana,02/2017,Samaritans,996,842,281.9,11,"{'region_coordinator': 'C', 'notes': None}"
Haryana,2017-03,Snehi,724,288,8.71,28,"{""region_coordinator"": ""C"", ""notes"": """"}"
Haryana,04/2017,Vandrevala Foundation,571,135,25.39,3,"{""region_coordinator"": ""B"", ""notes"": null}"
Haryana,05/2017,iCALL,395,103,75.67,35,"{""region_coordinator"": ""D"", ""notes"": """"}"
Haryana,06/2017,vandrevala foundation,1460,523,159.14,11,"{'region_coordinator': 'A', 'notes': 'covered schools'}"
HARYANA,2017-07,iCALL,581,222,233.43,5,"{""region_coordinator"": ""A"", ""notes"": null}"
HARYANA,2017-08,iCALL,1844,1253,237.15,5,"{""region_coordinator"": ""D"", ""notes"": ""camp in rural area""}"
Haryana,2017-09,Snehi,939,358,160.8,23,"{""region_coordinator"": ""B"", ""notes"": """"}"
haryana,10/2017,AASRA,1477,605,32.61,1,"{'region_coordinator': 'B', 'notes': 'camp in rural area'}"
Haryana,11/2017,Snehi,1009,476,57.81,5,"{""region_coordinator"": ""B"", ""notes"": """"}"
HARYANA,12/2017,AASRA,72,72,91.29,18,"{'region_coordinator': 'A', 'notes': 'covered schools'}"
Haryana,01/2018,iCALL,1098,702,60.93,4,"{""region_coordinator"": ""C"", ""notes"": ""covered schools""}"
HARYANA,02/2018,Vandrevala Foundation,1447,783,212.51,17,"{""region_coordinator"": ""D"", ""notes"": ""camp in rural area""}"
haryana,03/2018,Vandrevala Foundation,1600,197,234.38,12,"{""region_coordinator"": ""B"", ""notes"": null}"
Haryana,2018-04,Snehi,773,739,172.48,7,"{'region_coordinator': 'C', 'notes': 'camp in rural area'}"
Haryana,05/2018,Snehi,520,352,129.59,35,"{""region_coordinator"": ""C"", ""notes"": null}"
Haryana,06/2018,AASRA,55,55,38.8,41,"{""region_coordinator"": ""C"", ""notes"": ""covered schools""}"
Haryana,07/2018,AASRA,763k,592,172.09,40,"{'region_coordinator': 'C', 'notes': None}"
Haryana,08/2018,Snehi,854,793,55.38,2,"{""region_coordinator"": ""B"", ""notes"": null}"
Haryana,09/2018,AASRA,1555,957,298.15,26,"{""region_coordinator"": ""C"", ""notes"": ""covered schools""}"
haryana,10/2018,iCALL,669,669,294.13,39,"{'region_coordinator': 'B', 'notes': 'camp in rural area'}"
Haryana,11/2018,Samaritans,229,72,298.94,46,"{'region_coordinator': 'D', 'notes': None}"
haryana,12/2018,Vandrevala Foundation,766,533,281.54,43,"{""region_coordinator"": ""B"", ""notes"": ""covered schools""}"
Haryana,01/2019,Snehi,1884,105,49.64,32,"{'region_coordinator': 'A', 'notes': 'covered schools'}"
HARYANA,2019-02,AASRA,216,216,195.03,42,"{""region_coordinator"": ""B"", ""notes"": ""covered schools""}"
Haryana,03/2019,iCALL,1688,7,135.99,4,"{'region_coordinator': 'B', 'notes': 'camp in rural area'}"
Haryana,04/2019,Vandrevala Foundation,1293,243,193.06,7,"{'region_coordinator': 'C', 'notes': 'covered schools'}"
Haryana,05/2019,iCALL,1465,1335,299.92,28,"{""region_coordinator"": ""B"", ""notes"": ""camp in rural area""}"
Haryana,06/2019,iCALL,787,685,266.26,24,"{'region_coordinator': 'D', 'notes': ''}"
HARYANA,07/2019,Samaritans,1463,1463,100.73,3,"{'region_coordinator': 'D', 'notes': 'covered schools'}"
Haryana,08/2019,Snehi,1218,590,169.2,33,"{""region_coordinator"": ""B"", ""notes"": ""covered schools""}"
Haryana,09/2019,Samaritans,640,253,93.26,43,"{""region_coordinator"": ""C"", ""notes"": """"}"
HARYANA,10/2019,Snehi,363,126,177.39,45,"{""region_coordinator"": ""D"", ""notes"": null}"
Haryana,11/2019,Vandrevala Foundation,188,178,100.1,33,"{'region_coordinator': 'C', 'notes': 'covered schools'}"
Haryana,12/2019,Samaritans,15,15,117.99,10,"{""region_coordinator"": ""A"", ""notes"": null}"
Haryana,01/2020,Snehi,1937,1411,236.99,50,"{""region_coordinator"": ""D"", ""notes"": ""covered schools""}"
Haryana,02/2020,Vandrevala Foundation,1886,1141,136.49,50,"{""region_coordinator"": ""D"", ""notes"": ""covered schools""}"
Haryana,03/2020,Vandrevala Foundation,1140,892,185.4,35,"{'region_coordinator': 'D', 'notes': None}"
Haryana,04/2020,Snehi,8,8,139.53,5,"{'region_coordinator': 'B', 'notes': ''}"
HARYANA,05/2020,iCALL,1464,197,82.81,34,"{""region_coordinator"": ""D"", ""notes"": ""covered schools""}"
HARYANA,06/2020,Snehi,132k,114,281.47,50,"{""region_coordinator"": ""D"", ""notes"": ""camp in rural area""}"
Haryana,07/2020,Snehi,1677,1590,87.44,20,"{'region_coordinator': 'A', 'notes': ''}"
haryana,08/2020,Vandrevala Foundation,1486,1244,221.72,13,"{'region_coordinator': 'C', 'notes': 'camp in rural area'}"
HARYANA,2020-09,Vandrevala Foundation,550,348,148.99,1,"{'region_coordinator': 'A', 'notes': 'camp in rural area'}"
HARYANA,10/2020,Samaritans,615k,482,208.28,30,"{'region_coordinator': 'B', 'notes': None}"
haryana,11/2020,Vandrevala Foundation,47,39,294.95,20,"{""region_coordinator"": ""C"", ""notes"": """"}"
HARYANA,12/2020,Vandrevala Foundation,129k,88,110.7,12,"{'region_coordinator': 'C', 'notes': 'covered schools'}"
Haryana,01/2021,Samaritans,53,16,35.23,14,"{'region_coordinator': 'A', 'notes': 'camp in rural area'}"
Haryana,02/2021,Samaritans,1912,866,135.56,24,"{""region_coordinator"": ""C"", ""notes"": """"}"
Haryana,03/2021,Samaritans,713k,216,64.77,24,"{""region_coordinator"": ""D"", ""notes"": ""covered schools""}"
HARYANA,04/2021,Samaritans,10,10,191.79,10,"{'region_coordinator': 'B', 'notes': ''}"
Haryana,05/2021,Vandrevala Foundation,1190,722,134.35,10,"{""region_coordinator"": ""C"", ""notes"": """"}"
Haryana,06/2021,AASRA,426,117,66.76,17,"{'region_coordinator': 'C', 'notes': ''}"
Haryana,2021-07,Samaritans,1032,718,174.21,0,"{""region_coordinator"": ""B"", ""notes"": null}"
haryana,08/2021,AASRA,1137,968,71.69,38,"{'region_coordinator': 'C', 'notes': ''}"
Haryana,09/2021,Snehi,1466,111,273.08,7,"{'region_coordinator': 'D', 'notes': 'camp in rural area'}"
Haryana,2021-10,Samaritans,1847,1845,259.67,9,"{'region_coordinator': 'C', 'notes': ''}"
Haryana,11/2021,iCALL,783,135,244.39,1,"{'region_coordinator': 'B', 'notes': ''}"
Haryana,12/2021,Vandrevala Foundation,1501,889,151.15,46,"{'region_coordinator': 'B', 'notes': ''}"
Haryana,01/2022,Vandrevala Foundation,1270,162,207.19,36,"{""region_coordinator"": ""C"", ""notes"": null}"
HARYANA,02/2022,Snehi,903,271,20.38,28,"{""region_coordinator"": ""A"", ""notes"": """"}"
Haryana,03/2022,iCALL,1727,1232,85.27,49,"{'region_coordinator': 'C', 'notes': ''}"
haryana,04/2022,Vandrevala Foundation,689,180,14.57,47,"{'region_coordinator': 'A', 'notes': 'covered schools'}"
haryana,05/2022,iCALL,518,224,16.16,46,"{'region_coordinator': 'C', 'notes': None}"
haryana,06/2022,Snehi,1464,992,236.19,10,"{""region_coordinator"": ""D"", ""notes"": null}"
HARYANA,07/2022,Samaritans,965,640,251.73,37,"{""region_coordinator"": ""D"", ""notes"": null}"
haryana,08/2022,Samaritans,1565,563,283.12,27,"{""region_coordinator"": ""D"", ""notes"": ""camp in rural area""}"
Haryana,09/2022,Vandrevala Foundation,1772,48,62.27,3,"{'region_coordinator': 'D', 'notes': 'covered schools'}"
Haryana,10/2022,Samaritans,1800,1800,126.1,48,"{'region_coordinator': 'A', 'notes': 'covered schools'}"
haryana,11/2022,Samaritans,1359k,415,288.92,34,"{'region_coordinator': 'B', 'notes': 'camp in rural area'}"
Haryana,12/2022,AASRA,465,404,150.61,7,"{""region_coordinator"": ""D"", ""notes"": null}"
Bihar,01/2015,iCALL,668,61,106.79,42,"{""region_coordinator"": ""B"", ""notes"": ""camp in rural area""}"
BIHAR,02/2015,AASRA,643,294,196.65,28,"{""region_coordinator"": ""B"", ""notes"": ""covered schools""}"
Bihar,2015-03,Vandrevala Foundation,593,59,208.21,8,"{""region_coordinator"": ""A"", ""notes"": ""camp in rural area""}"
Bihar,04/2015,Snehi,1476,802,149.13,4,"{""region_coordinator"": ""B"", ""notes"": null}"
Bihar,05/2015,iCALL,168,168,118.91,28,"{'region_coordinator': 'B', 'notes': ''}"
Bihar,2015-06,AASRA,221,156,238.87,22,"{'region_coordinator': 'B', 'notes': ''}"
Bihar,07/2015,AASRA,1975,209,179.59,25,"{""region_coordinator"": ""D"", ""notes"": ""covered schools""}"
Bihar,08/2015,aasra,492,269,257.86,40,"{""region_coordinator"": ""D"", ""notes"": ""covered schools""}"
Bihar,09/2015,Samaritans,1577,589,115.15,24,"{""region_coordinator"": ""B"", ""notes"": """"}"
Bihar,10/2015,Vandrevala Foundation,1223,966,277.8,3,"{'region_coordinator': 'B', 'notes': 'camp in rural area'}"
bihar,11/2015,Snehi,636,89,150.75,44,"{'region_coordinator': 'A', 'notes': 'covered schools'}"
BIHAR,2015-12,Samaritans,1419,193,56.92,17,"{'region_coordinator': 'B', 'notes': ''}"
bihar,01/2016,snehi,66k,66,188.38,43,"{""region_coordinator"": ""B"", ""notes"": null}"
Bihar,02/2016,iCALL,224,47,227.77,5,"{'region_coordinator': 'B', 'notes': None}"
Bihar,03/2016,AASRA,0k,0,27.81,0,"{""region_coordinator"": ""C"", ""notes"": ""covered schools""}"
Bihar,04/2016,Samaritans,1148,375,141.14,32,"{""region_coordinator"": ""D"", ""notes"": ""camp in rural area""}"
BIHAR,05/2016,Samaritans,1089,516,164.03,9,"{'region_coordinator': 'A', 'notes': 'camp in rural area'}"
Bihar,06/2016,Snehi,1896,401,20.81,4,"{""region_coordinator"": ""B"", ""notes"": """"}"
Bihar,07/2016,Snehi,1131,933,74.74,39,"{""region_coordinator"": ""B"", ""notes"": """"}"
BIHAR,08/2016,Samaritans,585,52,149.22,0,"{'region_coordinator': 'A', 'notes': None}"
BIHAR,09/2016,Snehi,269,115,57.44,13,"{""region_coordinator"": ""B"", ""notes"": ""camp in rural area""}"
Bihar,10/2016,Vandrevala Foundation,214,43,24.1,26,"{""region_coordinator"": ""D"", ""notes"": ""camp in rural area""}"
Bihar,11/2016,AASRA,575k,183,107.36,33,"{'region_coordinator': 'D', 'notes': 'camp in rural area'}"
fihar,2016-12,Samaritans,1307,914,134.45,38,"{""region_coordinator"": ""B"", ""notes"": """"}"
Bihar,2017-01,Snehi,1224,424,18.42,34,"{""region_coordinator"": ""A"", ""notes"": """"}"
Bihar,02/2017,Snehi,1439,907,133.04,32,"{'region_coordinator': 'A', 'notes': None}"
BIHAR,03/2017,Vandrevala Foundation,1530,830,132.36,19,"{""region_coordinator"": ""D"", ""notes"": null}"
Bihar,04/2017,Vandrevala Foundation,1515,190,20.26,46,"{'region_coordinator': 'B', 'notes': 'covered schools'}"
Bihar,05/2017,Samaritans,1704,1314,122.9,34,"{""region_coordinator"": ""B"", ""notes"": """"}"
bihar,06/2017,Samaritans,1683,583,214.0,25,"{'region_coordinator': 'D', 'notes': ''}"
Bihar,07/2017,Samaritans,584,525,270.03,12,"{""region_coordinator"": ""B"", ""notes"": ""camp in rural area""}"
Bihar,08/2017,AASRA,578,320,282.51,14,"{'region_coordinator': 'B', 'notes': 'camp in rural area'}"
BIHAR,09/2017,iCALL,1394,997,163.89,25,"{'region_coordinator': 'C', 'notes': None}"
BIHAR,10/2017,Samaritans,1260,90,153.8,29,"{""region_coordinator"": ""C"", ""notes"": null}"
BIHAR,11/2017,Snehi,1435k,1193,182.91,2,"{""region_coordinator"": ""A"", ""notes"": null}"
Bihar,2017-12,iCALL,1167,780,151.16,42,"{""region_coordinator"": ""C"", ""notes"": ""covered schools""}"
Bihar,01/2018,AASRA,106,62,22.69,25,"{""region_coordinator"": ""C"", ""notes"": ""camp in rural area""}"
Bihar,02/2018,Samaritans,1411,546,50.66,19,"{'region_coordinator': 'A', 'notes': None}"
Bihar,03/2018,iCALL,434,121,288.09,2,"{""region_coordinator"": ""C"", ""notes"": ""camp in rural area""}"
Bihar,04/2018,Snehi,1761,770,108.69,34,"{'region_coordinator': 'C', 'notes': 'covered schools'}"
bihar,05/2018,Vandrevala Foundation,338,218,93.59,28,"{""region_coordinator"": ""D"", ""notes"": null}"
Bihar,06/2018,Samaritans,1667,748,140.05,8,"{""region_coordinator"": ""D"", ""notes"": ""covered schools""}"
Bihar,07/2018,AASRA,863,49,145.76,42,"{'region_coordinator': 'C', 'notes': 'covered schools'}"
Bihar,08/2018,iCALL,1692,1381,296.97,21,"{'region_coordinator': 'D', 'notes': None}"
Bihar,09/2018,Samaritans,415,84,253.63,39,"{""region_coordinator"": ""A"", ""notes"": ""covered schools""}"
Bihar,10/2018,iCALL,1355,630,137.24,4,"{'region_coordinator': 'D', 'notes': 'covered schools'}"
Bihar,11/2018,AASRA,176,176,188.52,10,"{'region_coordinator': 'C', 'notes': ''}"
BIHAR,12/2018,iCALL,1275,537,102.94,12,"{""region_coordinator"": ""A"", ""notes"": ""camp in rural area""}"
Bihar,01/2019,aasra,1906,702,13.84,8,"{""region_coordinator"": ""B"", ""notes"": null}"
Bihar,02/2019,Samaritans,165k,165,194.84,5,"{""region_coordinator"": ""A"", ""notes"": ""camp in rural area""}"
Bihar,03/2019,Snehi,937,873,80.46,11,"{""region_coordinator"": ""A"", ""notes"": """"}"
Bihar,2019-04,iCALL,992,785,244.71,21,"{""region_coordinator"": ""B"", ""notes"": """"}"
bihar,05/2019,AASRA,1171,160,39.78,20,"{""region_coordinator"": ""A"", ""notes"": ""covered schools""}"
Bihar,06/2019,Vandrevala Foundation,1510,1287,162.99,37,"{'region_coordinator': 'A', 'notes': 'covered schools'}"
Bihar,07/2019,Snehi,1101,947,263.31,1,"{'region_coordinator': 'A', 'notes': ''}"
BIHAR,08/2019,AASRA,514,428,69.66,33,"{'region_coordinator': 'A', 'notes': None}"
Bihar,09/2019,Samaritans,361,252,111.17,5,"{'region_coordinator': 'A', 'notes': ''}"
BIHAR,10/2019,vandrevala foundation,841,370,123.97,2,"{""region_coordinator"": ""A"", ""notes"": ""covered schools""}"
bihar,11/2019,Snehi,1823,1271,44.92,12,"{""region_coordinator"": ""B"", ""notes"": """"}"
Bihar,12/2019,iCALL,1477,1311,283.16,7,"{""region_coordinator"": ""D"", ""notes"": null}"
bihar,01/2020,Vandrevala Foundation,1554,1554,88.31,10,"{""region_coordinator"": ""A"", ""notes"": null}"
bihar,02/2020,AASRA,419,330,61.1,36,"{""region_coordinator"": ""A"", ""notes"": """"}"
bihar,03/2020,Vandrevala Foundation,1947,1692,22.65,27,"{""region_coordinator"": ""B"", ""notes"": ""covered schools""}"
BIHAR,04/2020,Samaritans,270,171,174.64,44,"{'region_coordinator': 'D', 'notes': 'camp in rural area'}"
BIHAR,05/2020,Vandrevala Foundation,708,28,114.87,19,"{""region_coordinator"": ""C"", ""notes"": """"}"
bihar,06/2020,iCALL,582,582,250.78,47,"{""region_coordinator"": ""B"", ""notes"": ""covered schools""}"
Bihar,07/2020,Vandrevala Foundation,1537,1195,47.86,19,"{""region_coordinator"": ""C"", ""notes"": null}"
Bihar,08/2020,Snehi,1790,1257,71.38,30,"{'region_coordinator': 'A', 'notes': 'covered schools'}"
BIHAR,09/2020,Samaritans,1384,919,251.13,30,"{'region_coordinator': 'B', 'notes': 'covered schools'}"
Bihar,10/2020,Snehi,3,3,35.37,0,"{""region_coordinator"": ""B"", ""notes"": """"}"
Bihar,11/2020,Snehi,1465,1153,167.41,31,"{'region_coordinator': 'B', 'notes': 'camp in rural area'}"
Bihar,12/2020,iCALL,753,589,127.8,22,"{""region_coordinator"": ""D"", ""notes"": ""covered schools""}"
Bihar,01/2021,AASRA,283,17,226.19,15,"{""region_coordinator"": ""B"", ""notes"": null}"
BIHAR,02/2021,Samaritans,238,238,105.7,42,"{""region_coordinator"": ""C"", ""notes"": ""covered schools""}"
Bihar,03/2021,Snehi,1495,1329,122.32,16,"{""region_coordinator"": ""A"", ""notes"": null}"
Bihar,04/2021,iCALL,244,186,186.57,35,"{""region_coordinator"": ""D"", ""notes"": ""camp in rural area""}"
BIHAR,05/2021,Samaritans,346,49,66.96,21,"{""region_coordinator"": ""A"", ""notes"": null}"
Bihar,06/2021,AASRA,1740,612,154.03,21,"{""region_coordinator"": ""D"", ""notes"": ""covered schools""}"
bihar,07/2021,Vandrevala Foundation,1416,676,258.7,48,"{'region_coordinator': 'B', 'notes': ''}"
Bihar,08/2021,Vandrevala Foundation,1318,224,246.3,8,"{""region_coordinator"": ""A"", ""notes"": ""covered schools""}"
Bihar,09/2021,Vandrevala Foundation,1416,659,254.39,40,"{""region_coordinator"": ""B"", ""notes"": ""covered schools""}"
Bihar,10/2021,Samaritans,1881,257,169.38,1,"{'region_coordinator': 'C', 'notes': 'camp in rural area'}"
BIHAR,11/2021,AASRA,232,186,11.9,40,"{'region_coordinator': 'A', 'notes': 'camp in rural area'}"
BIHAR,12/2021,Vandrevala Foundation,1872,1564,187.62,19,"{'region_coordinator': 'D', 'notes': ''}"
Bihar,2022-01,AASRA,1488,1066,91.58,49,"{'region_coordinator': 'D', 'notes': None}"
bihar,02/2022,Snehi,923,61,162.26,43,"{""region_coordinator"": ""A"", ""notes"": """"}"
BIHAR,03/2022,aasra,377,294,13.71,43,"{'region_coordinator': 'C', 'notes': None}"
Bihar,2022-04,vandrevala foundation,62,62,293.49,6,"{""region_coordinator"": ""D"", ""notes"": """"}"
bihar,2022-05,AASRA,1114,566,153.77,44,"{""region_coordinator"": ""C"", ""notes"": ""covered schools""}"
Bihar,06/2022,Snehi,951,252,112.04,0,"{'region_coordinator': 'A', 'notes': 'camp in rural area'}"
Bihar,07/2022,AASRA,124,48,18.08,32,"{""region_coordinator"": ""C"", ""notes"": null}"
Bihar,08/2022,AASRA,1113,1069,269.29,34,"{'region_coordinator': 'B', 'notes': ''}"
Bihar,09/2022,Vandrevala Foundation,261,166,262.06,34,"{""region_coordinator"": ""B"", ""notes"": null}"
Bihar,2022-10,snehi,429,134,42.88,42,"{""region_coordinator"": ""B"", ""notes"": ""covered schools""}"
Bihar,11/2022,AASRA,1135,258,186.95,20,"{""region_coordinator"": ""D"", ""notes"": null}"
Bihar,12/2022,Samaritans,408,237,161.63,16,"{""region_coordinator"": ""C"", ""notes"": ""covered schools""}"
Uttar-Pradesh,01/2015,Snehi,1792,1680,203.75,45,"{'region_coordinator': 'A', 'notes': 'camp in rural area'}"
UTTAR PRADESH,02/2015,Snehi,820,545,167.01,44,"{""region_coordinator"": ""B"", ""notes"": ""covered schools""}"
UttarPradesh,03/2015,iCALL,1078,1078,244.46,2,"{""region_coordinator"": ""C"", ""notes"": ""camp in rural area""}"
Uttar Pradesh,04/2015,AASRA,649,212,84.71,5,"{'region_coordinator': 'A', 'notes': 'covered schools'}"
Uttar-Pradesh,2015-05,Samaritans,1519,1308,277.99,37,"{""region_coordinator"": ""A"", ""notes"": ""camp in rural area""}"
UTTAR PRADESH,06/2015,iCALL,22,22,56.06,20,"{""region_coordinator"": ""A"", ""notes"": ""camp in rural area""}"
UTTAR PRADESH,07/2015,Snehi,222,46,270.76,23,"{'region_coordinator': 'D', 'notes': 'camp in rural area'}"
Uttar-Pradesh,08/2015,Vandrevala Foundation,437,383,49.67,6,"{""region_coordinator"": ""B"", ""notes"": null}"
Uttar Pradesh,09/2015,Snehi,914,573,26.7,22,"{'region_coordinator': 'A', 'notes': ''}"
UttarPradesh,2015-10,Vandrevala Foundation,487,274,96.76,42,"{""region_coordinator"": ""C"", ""notes"": ""camp in rural area""}"
UTTAR PRADESH,11/2015,iCALL,494,295,78.57,3,"{'region_coordinator': 'B', 'notes': None}"
uttar pradesh,12/2015,Samaritans,1509,264,197.76,7,"{'region_coordinator': 'A', 'notes': 'covered schools'}"
UTTAR PRADESH,01/2016,AASRA,1535,451,126.79,43,"{'region_coordinator': 'C', 'notes': ''}"
Uttar-Pradesh,02/2016,Snehi,1932,168,226.7,6,"{'region_coordinator': 'D', 'notes': ''}"
UTTAR PRADESH,2016-03,Snehi,621,520,70.96,33,"{""region_coordinator"": ""D"", ""notes"": ""camp in rural area""}"
Uttar-Pradesh,04/2016,iCALL,985,172,90.38,28,"{'region_coordinator': 'A', 'notes': 'camp in rural area'}"
UttarPradesh,05/2016,Vandrevala Foundation,147,102,295.2,39,"{""region_coordinator"": ""D"", ""notes"": ""camp in rural area""}"
Uttar Pradesh,06/2016,Samaritans,1029,99,155.19,37,"{'region_coordinator': 'A', 'notes': ''}"
uttar pradesh,07/2016,Samaritans,143,132,294.9,24,"{""region_coordinator"": ""B"", ""notes"": ""covered schools""}"
Uttar-Pradesh,2016-08,iCALL,1826,1805,261.05,19,"{'region_coordinator': 'D', 'notes': None}"
Uttar Pradesh,09/2016,AASRA,815,102,228.24,32,"{""region_coordinator"": ""A"", ""notes"": ""camp in rural area""}"
UttarPradesh,10/2016,AASRA,979,477,10.7,50,"{'region_coordinator': 'C', 'notes': 'covered schools'}"
uttar pradesh,11/2016,iCALL,363,197,59.56,17,"{""region_coordinator"": ""A"", ""notes"": """"}"
uttar pradesh,12/2016,iCALL,673,108,293.02,4,"{""region_coordinator"": ""D"", ""notes"": ""covered schools""}"
Uttar-Pradesh,01/2017,Snehi,128,128,276.2,0,"{'region_coordinator': 'B', 'notes': 'covered schools'}"
UTTAR PRADESH,02/2017,AASRA,182,182,141.6,20,"{""region_coordinator"": ""C"", ""notes"": ""camp in rural area""}"
UTTAR PRADESH,03/2017,Samaritans,782,112,174.12,18,"{""region_coordinator"": ""C"", ""notes"": null}"
UTTAR PRADESH,04/2017,Vandrevala Foundation,1649,1544,292.7,25,"{""region_coordinator"": ""A"", ""notes"": null}"
Uttar Pradesh,05/2017,icall,1117,972,245.74,8,"{""region_coordinator"": ""B"", ""notes"": ""covered schools""}"
UttarPradesh,06/2017,AASRA,309,1,265.26,0,"{""region_coordinator"": ""C"", ""notes"": null}"
uttar pradesh,07/2017,aasra,1407,1347,262.27,4,"{'region_coordinator': 'C', 'notes': 'camp in rural area'}"
UttarPradesh,08/2017,Samaritans,1550,1550,245.84,2,"{'region_coordinator': 'D', 'notes': 'covered schools'}"
UTTAR PRADESH,2017-09,iCALL,911,846,28.19,12,"{""region_coordinator"": ""C"", ""notes"": ""covered schools""}"
Uttar-Pradesh,10/2017,iCALL,1452,1452,154.3,46,"{""region_coordinator"": ""A"", ""notes"": ""camp in rural area""}"
uttar pradesh,11/2017,Snehi,915,887,32.59,18,"{""region_coordinator"": ""C"", ""notes"": """"}"
UttarPradesh,12/2017,snehi,908,748,51.26,38,"{'region_coordinator': 'D', 'notes': 'covered schools'}"
UttarPradesh,01/2018,iCALL,109,34,37.0,32,"{'region_coordinator': 'C', 'notes': None}"
Uttar Pradesh,02/2018,Vandrevala Foundation,904,240,226.35,44,"{'region_coordinator': 'A', 'notes': None}"
uttar pradesh,03/2018,Snehi,1643,209,128.29,26,"{""region_coordinator"": ""A"", ""notes"": null}"
Uttar-Pradesh,04/2018,AASRA,1757,1372,197.83,49,"{'region_coordinator': 'B', 'notes': ''}"
UttarPradesh,05/2018,iCALL,1849,1701,89.84,43,"{'region_coordinator': 'B', 'notes': 'camp in rural area'}"
UTTAR PRADESH,06/2018,AASRA,1356,276,26.82,25,"{'region_coordinator': 'A', 'notes': ''}"
UttarPradesh,07/2018,iCALL,104,81,116.21,3,"{""region_coordinator"": ""B"", ""notes"": ""covered schools""}"
Uttar-Pradesh,08/2018,Snehi,522,411,252.04,28,"{'region_coordinator': 'D', 'notes': 'camp in rural area'}"
Uttar-Pradesh,09/2018,Samaritans,323,67,257.99,23,"{'region_coordinator': 'C', 'notes': 'camp in rural area'}"
UttarPradesh,10/2018,AASRA,338,338,253.95,4,"{'region_coordinator': 'B', 'notes': None}"
Uttar Pradesh,11/2018,AASRA,1980,1327,75.22,25,"{'region_coordinator': 'B', 'notes': ''}"
Uttar-Pradesh,12/2018,Vandrevala Foundation,1257,1062,131.38,11,"{""region_coordinator"": ""C"", ""notes"": ""covered schools""}"
UTTAR PRADESH,01/2019,iCALL,1417,727,9.8,19,"{'region_coordinator': 'A', 'notes': 'camp in rural area'}"
Uttar Pradesh,02/2019,Vandrevala Foundation,34,18,99.91,17,"{""region_coordinator"": ""B"", ""notes"": ""camp in rural area""}"
UTTAR PRADESH,03/2019,Vandrevala Foundation,1389,1389,222.69,28,"{""region_coordinator"": ""A"", ""notes"": """"}"
UTTAR PRADESH,04/2019,Samaritans,979,848,198.83,10,"{'region_coordinator': 'C', 'notes': ''}"
UttarPradesh,2019-05,Snehi,1794,1794,183.21,1,"{""region_coordinator"": ""A"", ""notes"": ""covered schools""}"
Uttar-Pradesh,06/2019,Samaritans,1074,395,214.59,34,"{'region_coordinator': 'B', 'notes': None}"
UTTAR PRADESH,07/2019,Snehi,0,0,113.66,0,"{""region_coordinator"": ""B"", ""notes"": ""covered schools""}"
uttar pradesh,08/2019,Samaritans,926,878,268.92,9,"{'region_coordinator': 'A', 'notes': ''}"
uttar pradesh,09/2019,Samaritans,1958,882,50.4,14,"{'region_coordinator': 'C', 'notes': None}"
Uttar Pradesh,10/2019,Snehi,1399,827,165.67,40,"{""region_coordinator"": ""D"", ""notes"": """"}"
Uttar-Pradesh,11/2019,Samaritans,882,503,153.87,25,"{'region_coordinator': 'D', 'notes': 'camp in rural area'}"
UTTAR PRADESH,12/2019,iCALL,1294,659,15.05,38,"{'region_coordinator': 'D', 'notes': 'covered schools'}"
Uttar-Pradesh,01/2020,Snehi,1747,628,258.19,26,"{""region_coordinator"": ""C"", ""notes"": ""camp in rural area""}"
UTTAR PRADESH,02/2020,Samaritans,1757,257,89.71,42,"{""region_coordinator"": ""C"", ""notes"": ""camp in rural area""}"
