State,Year,Facility_Type,Count,Facility_Details
Gujarat,2015,Mental Health Clinic,13,
GUJARAT,2015,Rehab Center,22,"[{""name"": ""Rehab Center_Gujarat_2015_0"", ""beds"": 94, ""psychiatrists"": 7, ""counselors"": 14}, {""name"": ""Rehab Center_Gujarat_2015_1"", ""beds"": 0, ""psychiatrists"": 4, ""counselors"": 16}, {""name"": ""Rehab Center_Gujarat_2015_2"", ""beds"": 170, ""psychiatrists"": 3, ""counselors"": 5}, {""name"": ""Rehab Center_Gujarat_2015_3"", ""beds"": 24, ""psychiatrists"": 5, ""counselors"": 20}]"
Gujarat,2015,NGO Center,28,"[{""name"": ""NGO Center_Gujarat_2015_0"", ""beds"": 171, ""psychiatrists"": 9, ""counselors"": 2}]"
gujarat,2015,Teletherapy Service,9,
GUJARAT,2016,Hospital,47,"[{""name"": ""Hospital_Gujarat_2016_0"", ""beds"": 64, ""psychiatrists"": 10, ""counselors"": 9}, {""name"": ""Hospital_Gujarat_2016_1"", ""beds"": 168, ""psychiatrists"": 4, ""counselors"": 8}]"
gujarat,2016,Mental Health Clinic,28,
Gujarat,2016,Rehab Center,47,
Gujarat,2016,NGO Center,0,
Gujarat,2016,Teletherapy Service,29,"[{""name"": ""Teletherapy Service_Gujarat_2016_0"", ""beds"": 5, ""psychiatrists"": 4, ""counselors"": 10}, {""name"": ""Teletherapy Service_Gujarat_2016_1"", ""beds"": 136, ""psychiatrists"": 6, ""counselors"": 11}, {""name"": ""Teletherapy Service_Gujarat_2016_2"", ""beds"": 159, ""psychiatrists"": 10, ""counselors"": 5}]"
gujarat,2017,Hospital,3,
gujarat,2017,Mental Health Clinic,33,"[{""name"": ""Mental Health Clinic_Gujarat_2017_0"", ""beds"": 22, ""psychiatrists"": 3, ""counselors"": 6}]"
Gujarat,2017,Rehab Center,35,
Gujarat,2017,NGO Center,17,"[{""name"": ""NGO Center_Gujarat_2017_0"", ""beds"": 68, ""psychiatrists"": 9, ""counselors"": 5}, {""name"": ""NGO Center_Gujarat_2017_1"", ""beds"": 111, ""psychiatrists"": 7, ""counselors"": 3}, {""name"": ""NGO Center_Gujarat_2017_2"", ""beds"": 164, ""psychiatrists"": 3, ""counselors"": 5}]"
Gujarat,2017,Teletherapy Service,46,"[{""name"": ""Teletherapy Service_Gujarat_2017_0"", ""beds"": 30, ""psychiatrists"": 5, ""counselors"": 15}, {""name"": ""Teletherapy Service_Gujarat_2017_1"", ""beds"": 19, ""psychiatrists"": 8, ""counselors"": 7}]"
Gujarat,2018,Hospital,2,
Gujarat,2018,Mental Health Clinic,1,"[{""name"": ""Mental Health Clinic_Gujarat_2018_0"", ""beds"": 170, ""psychiatrists"": 5, ""counselors"": 12}, {""name"": ""Mental Health Clinic_Gujarat_2018_1"", ""beds"": 169, ""psychiatrists"": 6, ""counselors"": 15}, {""name"": ""Mental Health Clinic_Gujarat_2018_2"", ""beds"": 104, ""psychiatrists"": 8, ""counselors"": 9}]"
GUJARAT,2018,Rehab Center,0,
gujarat,2018,NGO Center,27,"[{""name"": ""NGO Center_Gujarat_2018_0"", ""beds"": 3, ""psychiatrists"": 1, ""counselors"": 16}, {""name"": ""NGO Center_Gujarat_2018_1"", ""beds"": 54, ""psychiatrists"": 4, ""counselors"": 9}, {""name"": ""NGO Center_Gujarat_2018_2"", ""beds"": 15, ""psychiatrists"": 9, ""counselors"": 6}]"
Gujarat,2018,Teletherapy Service,23,"[{""name"": ""Teletherapy Service_Gujarat_2018_0"", ""beds"": 181, ""psychiatrists"": 0, ""counselors"": 4}, {""name"": ""Teletherapy Service_Gujarat_2018_1"", ""beds"": 14, ""psychiatrists"": 9, ""counselors"": 0}, {""name"": ""Teletherapy Service_Gujarat_2018_2"", ""beds"": 172, ""psychiatrists"": 5, ""counselors"": 9}, {""name"": ""Teletherapy Service_Gujarat_2018_3"", ""beds"": 46, ""psychiatrists"": 4, ""counselors"": 7}, {""name"": ""Teletherapy Service_Gujarat_2018_4"", ""beds"": 29, ""psychiatrists"": 0, ""counselors"": 14}]"
GUJARAT,2019,Hospital,8,"[{""name"": ""Hospital_Gujarat_2019_0"", ""beds"": 114, ""psychiatrists"": 8, ""counselors"": 0}, {""name"": ""Hospital_Gujarat_2019_1"", ""beds"": 191, ""psychiatrists"": 9, ""counselors"": 15}, {""name"": ""Hospital_Gujarat_2019_2"", ""beds"": 41, ""psychiatrists"": 8, ""counselors"": 3}, {""name"": ""Hospital_Gujarat_2019_3"", ""beds"": 8, ""psychiatrists"": 9, ""counselors"": 1}, {""name"": ""Hospital_Gujarat_2019_4"", ""beds"": 198, ""psychiatrists"": 6, ""counselors"": 5}]"
Gujarat,2019,Mental Health Clinic,30,"[{""name"": ""Mental Health Clinic_Gujarat_2019_0"", ""beds"": 12, ""psychiatrists"": 6, ""counselors"": 7}]"
Gujarat,2019,Rehab Center,48,
Gujarat,2019,NGO Center,6,"[{""name"": ""NGO Center_Gujarat_2019_0"", ""beds"": 21, ""psychiatrists"": 2, ""counselors"": 18}, {""name"": ""NGO Center_Gujarat_2019_1"", ""beds"": 123, ""psychiatrists"": 6, ""counselors"": 8}, {""name"": ""NGO Center_Gujarat_2019_2"", ""beds"": 1, ""psychiatrists"": 7, ""counselors"": 4}, {""name"": ""NGO Center_Gujarat_2019_3"", ""beds"": 11, ""psychiatrists"": 10, ""counselors"": 10}, {""name"": ""NGO Center_Gujarat_2019_4"", ""beds"": 27, ""psychiatrists"": 5, ""counselors"": 17}]"
Gujarat,2019,Teletherapy Service,43,
Gujarat,2020,Hospital,12,
Gujarat,2020,Mental Health Clinic,33,"[{""name"": ""Mental Health Clinic_Gujarat_2020_0"", ""beds"": 13, ""psychiatrists"": 8, ""counselors"": 13}]"
gujarat,2020,Rehab Center,15,"[{""name"": ""Rehab Center_Gujarat_2020_0"", ""beds"": 52, ""psychiatrists"": 10, ""counselors"": 14}, {""name"": ""Rehab Center_Gujarat_2020_1"", ""beds"": 7, ""psychiatrists"": 3, ""counselors"": 13}, {""name"": ""Rehab Center_Gujarat_2020_2"", ""beds"": 200, ""psychiatrists"": 1, ""counselors"": 13}]"
Gujarat,2020,NGO Center,36,"[{""name"": ""NGO Center_Gujarat_2020_0"", ""beds"": 110, ""psychiatrists"": 6, ""counselors"": 4}]"
Gujarat,2020,Teletherapy Service,42,"[{""name"": ""Teletherapy Service_Gujarat_2020_0"", ""beds"": 140, ""psychiatrists"": 7, ""counselors"": 8}, {""name"": ""Teletherapy Service_Gujarat_2020_1"", ""beds"": 2, ""psychiatrists"": 10, ""counselors"": 17}, {""name"": ""Teletherapy Service_Gujarat_2020_2"", ""beds"": 5, ""psychiatrists"": 2, ""counselors"": 1}, {""name"": ""Teletherapy Service_Gujarat_2020_3"", ""beds"": 130, ""psychiatrists"": 5, ""counselors"": 20}, {""name"": ""Teletherapy Service_Gujarat_2020_4"", ""beds"": 45, ""psychiatrists"": 5, ""counselors"": 9}]"
Gujarat,2021,Hospital,18,"[{""name"": ""Hospital_Gujarat_2021_0"", ""beds"": 152, ""psychiatrists"": 9, ""counselors"": 3}, {""name"": ""Hospital_Gujarat_2021_1"", ""beds"": 190, ""psychiatrists"": 7, ""counselors"": 5}, {""name"": ""Hospital_Gujarat_2021_2"", ""beds"": 118, ""psychiatrists"": 8, ""counselors"": 0}]"
gujarat,2021,Mental Health Clinic,10,"[{""name"": ""Mental Health Clinic_Gujarat_2021_0"", ""beds"": 19, ""psychiatrists"": 9, ""counselors"": 16}, {""name"": ""Mental Health Clinic_Gujarat_2021_1"", ""beds"": 177, ""psychiatrists"": 7, ""counselors"": 11}]"
Gujarat,2021,Rehab Center,27,"[{""name"": ""Rehab Center_Gujarat_2021_0"", ""beds"": 62, ""psychiatrists"": 4, ""counselors"": 4}, {""name"": ""Rehab Center_Gujarat_2021_1"", ""beds"": 20, ""psychiatrists"": 4, ""counselors"": 4}, {""name"": ""Rehab Center_Gujarat_2021_2"", ""beds"": 98, ""psychiatrists"": 7, ""counselors"": 15}]"
gujarat,2021,NGO Center,6,
Gujarat,2021,Teletherapy Service,30,"[{""name"": ""Teletherapy Service_Gujarat_2021_0"", ""beds"": 61, ""psychiatrists"": 0, ""counselors"": 16}, {""name"": ""Teletherapy Service_Gujarat_2021_1"", ""beds"": 164, ""psychiatrists"": 5, ""counselors"": 17}, {""name"": ""Teletherapy Service_Gujarat_2021_2"", ""beds"": 42, ""psychiatrists"": 4, ""counselors"": 7}]"
Gujarat,2022,Hospital,5,"[{""name"": ""Hospital_Gujarat_2022_0"", ""beds"": 100, ""psychiatrists"": 3, ""counselors"": 16}, {""name"": ""Hospital_Gujarat_2022_1"", ""beds"": 33, ""psychiatrists"": 5, ""counselors"": 9}, {""name"": ""Hospital_Gujarat_2022_2"", ""beds"": 51, ""psychiatrists"": 6, ""counselors"": 11}, {""name"": ""Hospital_Gujarat_2022_3"", ""beds"": 145, ""psychiatrists"": 7, ""counselors"": 11}]"
Gujarat,2022,Mental Health Clinic,8,"[{'name': 'Mental Health Clinic_Gujarat_2022_0', 'beds': 156, 'psychiatrists': 2, 'counselors': 4}, {'name': 'Mental Health Clinic_Gujarat_2022_1', 'beds': 99, 'psychiatrists': 8, 'counselors': 9}, {'name': 'Mental Health Clinic_Gujarat_2022_2', 'beds': 39, 'psychiatrists': 0, 'counselors': 19}]"
Gujarat,2022,Rehab Center,14,"[{""name"": ""Rehab Center_Gujarat_2022_0"", ""beds"": 14, ""psychiatrists"": 5, ""counselors"": 15}, {""name"": ""Rehab Center_Gujarat_2022_1"", ""beds"": 171, ""psychiatrists"": 9, ""counselors"": 14}, {""name"": ""Rehab Center_Gujarat_2022_2"", ""beds"": 156, ""psychiatrists"": 10, ""counselors"": 5}]"
GUJARAT,2022,NGO Center,40,"[{""name"": ""NGO Center_Gujarat_2022_0"", ""beds"": 159, ""psychiatrists"": 5, ""counselors"": 6}]"
Gujarat,2022,Teletherapy Service,9,"[{'name': 'Teletherapy Service_Gujarat_2022_0', 'beds': 6, 'psychiatrists': 4, 'counselors': 14}, {'name': 'Teletherapy Service_Gujarat_2022_1', 'beds': 104, 'psychiatrists': 3, 'counselors': 19}, {'name': 'Teletherapy Service_Gujarat_2022_2', 'beds': 70, 'psychiatrists': 4, 'counselors': 11}, {'name': 'Teletherapy Service_Gujarat_2022_3', 'beds': 116, 'psychiatrists': 2, 'counselors': 17}, {'name': 'Teletherapy Service_Gujarat_2022_4', 'beds': 40, 'psychiatrists': 6, 'counselors': 3}]"
rajasthan,2010,Hospital,39,"[{""name"": ""Hospital_Rajasthan_2010_0"", ""beds"": 125, ""psychiatrists"": 2, ""counselors"": 11}]"
rajasthan,2010,Mental Health Clinic,38,"[{'name': 'Mental Health Clinic_Rajasthan_2010_0', 'beds': 97, 'psychiatrists': 0, 'counselors': 2}, {'name': 'Mental Health Clinic_Rajasthan_2010_1', 'beds': 127, 'psychiatrists': 7, 'counselors': 11}, {'name': 'Mental Health Clinic_Rajasthan_2010_2', 'beds': 167, 'psychiatrists': 5, 'counselors': 13}, {'name': 'Mental Health Clinic_Rajasthan_2010_3', 'beds': 38, 'psychiatrists': 2, 'counselors': 3}]"
Rajasthan,2010,Rehab Center,41,
RAJASTHAN,2010,NGO Center,20,
Rajasthan,2010,Teletherapy Service,34,"[{""name"": ""Teletherapy Service_Rajasthan_2010_0"", ""beds"": 30, ""psychiatrists"": 4, ""counselors"": 12}, {""name"": ""Teletherapy Service_Rajasthan_2010_1"", ""beds"": 40, ""psychiatrists"": 1, ""counselors"": 20}, {""name"": ""Teletherapy Service_Rajasthan_2010_2"", ""beds"": 130, ""psychiatrists"": 9, ""counselors"": 9}, {""name"": ""Teletherapy Service_Rajasthan_2010_3"", ""beds"": 25, ""psychiatrists"": 7, ""counselors"": 18}]"
RAJASTHAN,2011,Hospital,40,
Rajasthan,2011,Mental Health Clinic,27,
RAJASTHAN,2011,Rehab Center,6,
rajasthan,2011,NGO Center,20,
Rajasthan,2011,Teletherapy Service,26,
Rajasthan,2012,Hospital,29,"[{""name"": ""Hospital_Rajasthan_2012_0"", ""beds"": 67, ""psychiatrists"": 10, ""counselors"": 19}, {""name"": ""Hospital_Rajasthan_2012_1"", ""beds"": 6, ""psychiatrists"": 3, ""counselors"": 15}, {""name"": ""Hospital_Rajasthan_2012_2"", ""beds"": 145, ""psychiatrists"": 1, ""counselors"": 16}]"
rajasthan,2012,Mental Health Clinic,31,
Rajasthan,2012,Rehab Center,49,"[{""name"": ""Rehab Center_Rajasthan_2012_0"", ""beds"": 181, ""psychiatrists"": 4, ""counselors"": 17}, {""name"": ""Rehab Center_Rajasthan_2012_1"", ""beds"": 44, ""psychiatrists"": 1, ""counselors"": 7}]"
RAJASTHAN,2012,NGO Center,30,"[{""name"": ""NGO Center_Rajasthan_2012_0"", ""beds"": 90, ""psychiatrists"": 9, ""counselors"": 18}, {""name"": ""NGO Center_Rajasthan_2012_1"", ""beds"": 48, ""psychiatrists"": 5, ""counselors"": 6}, {""name"": ""NGO Center_Rajasthan_2012_2"", ""beds"": 128, ""psychiatrists"": 4, ""counselors"": 18}, {""name"": ""NGO Center_Rajasthan_2012_3"", ""beds"": 107, ""psychiatrists"": 1, ""counselors"": 5}, {""name"": ""NGO Center_Rajasthan_2012_4"", ""beds"": 197, ""psychiatrists"": 10, ""counselors"": 10}]"
Rajasthan,2012,Teletherapy Service,11,
Rajasthan,2013,Hospital,12,"[{""name"": ""Hospital_Rajasthan_2013_0"", ""beds"": 193, ""psychiatrists"": 2, ""counselors"": 17}, {""name"": ""Hospital_Rajasthan_2013_1"", ""beds"": 120, ""psychiatrists"": 8, ""counselors"": 3}, {""name"": ""Hospital_Rajasthan_2013_2"", ""beds"": 19, ""psychiatrists"": 6, ""counselors"": 4}, {""name"": ""Hospital_Rajasthan_2013_3"", ""beds"": 82, ""psychiatrists"": 10, ""counselors"": 19}, {""name"": ""Hospital_Rajasthan_2013_4"", ""beds"": 138, ""psychiatrists"": 10, ""counselors"": 7}]"
Rajasthan,2013,Mental Health Clinic,13,"[{'name': 'Mental Health Clinic_Rajasthan_2013_0', 'beds': 14, 'psychiatrists': 8, 'counselors': 7}, {'name': 'Mental Health Clinic_Rajasthan_2013_1', 'beds': 40, 'psychiatrists': 10, 'counselors': 6}]"
RAJASTHAN,2013,Rehab Center,46,"[{""name"": ""Rehab Center_Rajasthan_2013_0"", ""beds"": 162, ""psychiatrists"": 6, ""counselors"": 3}, {""name"": ""Rehab Center_Rajasthan_2013_1"", ""beds"": 14, ""psychiatrists"": 7, ""counselors"": 9}, {""name"": ""Rehab Center_Rajasthan_2013_2"", ""beds"": 98, ""psychiatrists"": 4, ""counselors"": 8}]"
rajasthan,2013,NGO Center,0,"[{""name"": ""NGO Center_Rajasthan_2013_0"", ""beds"": 31, ""psychiatrists"": 1, ""counselors"": 1}, {""name"": ""NGO Center_Rajasthan_2013_1"", ""beds"": 68, ""psychiatrists"": 10, ""counselors"": 17}, {""name"": ""NGO Center_Rajasthan_2013_2"", ""beds"": 103, ""psychiatrists"": 5, ""counselors"": 15}]"
Rajasthan,2013,Teletherapy Service,29,"[{""name"": ""Teletherapy Service_Rajasthan_2013_0"", ""beds"": 124, ""psychiatrists"": 7, ""counselors"": 10}, {""name"": ""Teletherapy Service_Rajasthan_2013_1"", ""beds"": 83, ""psychiatrists"": 0, ""counselors"": 14}, {""name"": ""Teletherapy Service_Rajasthan_2013_2"", ""beds"": 26, ""psychiatrists"": 8, ""counselors"": 2}, {""name"": ""Teletherapy Service_Rajasthan_2013_3"", ""beds"": 173, ""psychiatrists"": 0, ""counselors"": 5}]"
rajasthan,2014,Hospital,34,"[{'name': 'Hospital_Rajasthan_2014_0', 'beds': 193, 'psychiatrists': 3, 'counselors': 5}, {'name': 'Hospital_Rajasthan_2014_1', 'beds': 50, 'psychiatrists': 4, 'counselors': 8}]"
Rajasthan,2014,Mental Health Clinic,41,
Rajasthan,2014,Rehab Center,4,"[{""name"": ""Rehab Center_Rajasthan_2014_0"", ""beds"": 10, ""psychiatrists"": 8, ""counselors"": 8}, {""name"": ""Rehab Center_Rajasthan_2014_1"", ""beds"": 111, ""psychiatrists"": 0, ""counselors"": 19}, {""name"": ""Rehab Center_Rajasthan_2014_2"", ""beds"": 75, ""psychiatrists"": 5, ""counselors"": 12}]"
Rajasthan,2014,NGO Center,47,"[{""name"": ""NGO Center_Rajasthan_2014_0"", ""beds"": 139, ""psychiatrists"": 3, ""counselors"": 0}, {""name"": ""NGO Center_Rajasthan_2014_1"", ""beds"": 16, ""psychiatrists"": 3, ""counselors"": 6}]"
rajasthan,2014,Teletherapy Service,2,"[{""name"": ""Teletherapy Service_Rajasthan_2014_0"", ""beds"": 173, ""psychiatrists"": 5, ""counselors"": 9}, {""name"": ""Teletherapy Service_Rajasthan_2014_1"", ""beds"": 178, ""psychiatrists"": 1, ""counselors"": 2}, {""name"": ""Teletherapy Service_Rajasthan_2014_2"", ""beds"": 143, ""psychiatrists"": 3, ""counselors"": 4}]"
rajasthan,2015,Hospital,27,
RAJASTHAN,2015,Mental Health Clinic,4,
Rajasthan,2015,Rehab Center,27,"[{'name': 'Rehab Center_Rajasthan_2015_0', 'beds': 167, 'psychiatrists': 7, 'counselors': 15}, {'name': 'Rehab Center_Rajasthan_2015_1', 'beds': 46, 'psychiatrists': 0, 'counselors': 15}, {'name': 'Rehab Center_Rajasthan_2015_2', 'beds': 183, 'psychiatrists': 8, 'counselors': 7}, {'name': 'Rehab Center_Rajasthan_2015_3', 'beds': 161, 'psychiatrists': 2, 'counselors': 9}]"
RAJASTHAN,2015,NGO Center,6,"[{'name': 'NGO Center_Rajasthan_2015_0', 'beds': 185, 'psychiatrists': 10, 'counselors': 3}, {'name': 'NGO Center_Rajasthan_2015_1', 'beds': 115, 'psychiatrists': 3, 'counselors': 7}, {'name': 'NGO Center_Rajasthan_2015_2', 'beds': 165, 'psychiatrists': 8, 'counselors': 14}]"
Rajasthan,2015,Teletherapy Service,32,"[{""name"": ""Teletherapy Service_Rajasthan_2015_0"", ""beds"": 140, ""psychiatrists"": 3, ""counselors"": 6}, {""name"": ""Teletherapy Service_Rajasthan_2015_1"", ""beds"": 43, ""psychiatrists"": 6, ""counselors"": 16}, {""name"": ""Teletherapy Service_Rajasthan_2015_2"", ""beds"": 121, ""psychiatrists"": 6, ""counselors"": 6}]"
RAJASTHAN,2016,Hospital,2,"[{""name"": ""Hospital_Rajasthan_2016_0"", ""beds"": 49, ""psychiatrists"": 6, ""counselors"": 3}, {""name"": ""Hospital_Rajasthan_2016_1"", ""beds"": 123, ""psychiatrists"": 9, ""counselors"": 4}, {""name"": ""Hospital_Rajasthan_2016_2"", ""beds"": 132, ""psychiatrists"": 6, ""counselors"": 0}, {""name"": ""Hospital_Rajasthan_2016_3"", ""beds"": 174, ""psychiatrists"": 4, ""counselors"": 14}, {""name"": ""Hospital_Rajasthan_2016_4"", ""beds"": 119, ""psychiatrists"": 3, ""counselors"": 4}]"
Rajasthan,2016,Mental Health Clinic,33,"[{""name"": ""Mental Health Clinic_Rajasthan_2016_0"", ""beds"": 186, ""psychiatrists"": 8, ""counselors"": 4}, {""name"": ""Mental Health Clinic_Rajasthan_2016_1"", ""beds"": 197, ""psychiatrists"": 0, ""counselors"": 18}, {""name"": ""Mental Health Clinic_Rajasthan_2016_2"", ""beds"": 88, ""psychiatrists"": 0, ""counselors"": 19}, {""name"": ""Mental Health Clinic_Rajasthan_2016_3"", ""beds"": 119, ""psychiatrists"": 4, ""counselors"": 18}, {""name"": ""Mental Health Clinic_Rajasthan_2016_4"", ""beds"": 156, ""psychiatrists"": 0, ""counselors"": 10}]"
Rajasthan,2016,Rehab Center,3,"[{""name"": ""Rehab Center_Rajasthan_2016_0"", ""beds"": 118, ""psychiatrists"": 9, ""counselors"": 2}, {""name"": ""Rehab Center_Rajasthan_2016_1"", ""beds"": 153, ""psychiatrists"": 1, ""counselors"": 20}, {""name"": ""Rehab Center_Rajasthan_2016_2"", ""beds"": 91, ""psychiatrists"": 8, ""counselors"": 17}, {""name"": ""Rehab Center_Rajasthan_2016_3"", ""beds"": 55, ""psychiatrists"": 4, ""counselors"": 11}, {""name"": ""Rehab Center_Rajasthan_2016_4"", ""beds"": 46, ""psychiatrists"": 4, ""counselors"": 10}]"
Rajasthan,2016,NGO Center,21,"[{""name"": ""NGO Center_Rajasthan_2016_0"", ""beds"": 23, ""psychiatrists"": 0, ""counselors"": 16}]"
Rajasthan,2016,Teletherapy Service,18,"[{""name"": ""Teletherapy Service_Rajasthan_2016_0"", ""beds"": 173, ""psychiatrists"": 8, ""counselors"": 20}]"
Rajasthan,2017,Hospital,30,
RAJASTHAN,2017,Mental Health Clinic,49,"[{""name"": ""Mental Health Clinic_Rajasthan_2017_0"", ""beds"": 151, ""psychiatrists"": 1, ""counselors"": 13}, {""name"": ""Mental Health Clinic_Rajasthan_2017_1"", ""beds"": 12, ""psychiatrists"": 9, ""counselors"": 3}, {""name"": ""Mental Health Clinic_Rajasthan_2017_2"", ""beds"": 34, ""psychiatrists"": 6, ""counselors"": 17}, {""name"": ""Mental Health Clinic_Rajasthan_2017_3"", ""beds"": 147, ""psychiatrists"": 7, ""counselors"": 10}, {""name"": ""Mental Health Clinic_Rajasthan_2017_4"", ""beds"": 61, ""psychiatrists"": 9, ""counselors"": 10}]"
Rajasthan,2017,Rehab Center,30,
Rajasthan,2017,NGO Center,22,"[{""name"": ""NGO Center_Rajasthan_2017_0"", ""beds"": 43, ""psychiatrists"": 7, ""counselors"": 2}, {""name"": ""NGO Center_Rajasthan_2017_1"", ""beds"": 185, ""psychiatrists"": 3, ""counselors"": 7}, {""name"": ""NGO Center_Rajasthan_2017_2"", ""beds"": 105, ""psychiatrists"": 7, ""counselors"": 13}, {""name"": ""NGO Center_Rajasthan_2017_3"", ""beds"": 149, ""psychiatrists"": 5, ""counselors"": 3}]"
rajasthan,2017,Teletherapy Service,36,"[{'name': 'Teletherapy Service_Rajasthan_2017_0', 'beds': 159, 'psychiatrists': 6, 'counselors': 9}, {'name': 'Teletherapy Service_Rajasthan_2017_1', 'beds': 163, 'psychiatrists': 8, 'counselors': 3}, {'name': 'Teletherapy Service_Rajasthan_2017_2', 'beds': 199, 'psychiatrists': 9, 'counselors': 3}, {'name': 'Teletherapy Service_Rajasthan_2017_3', 'beds': 162, 'psychiatrists': 5, 'counselors': 19}]"
Rajasthan,2018,Hospital,25,"[{""name"": ""Hospital_Rajasthan_2018_0"", ""beds"": 192, ""psychiatrists"": 8, ""counselors"": 19}, {""name"": ""Hospital_Rajasthan_2018_1"", ""beds"": 117, ""psychiatrists"": 3, ""counselors"": 14}]"
Rajasthan,2018,Mental Health Clinic,45,"[{""name"": ""Mental Health Clinic_Rajasthan_2018_0"", ""beds"": 44, ""psychiatrists"": 8, ""counselors"": 3}, {""name"": ""Mental Health Clinic_Rajasthan_2018_1"", ""beds"": 150, ""psychiatrists"": 7, ""counselors"": 10}, {""name"": ""Mental Health Clinic_Rajasthan_2018_2"", ""beds"": 153, ""psychiatrists"": 9, ""counselors"": 4}, {""name"": ""Mental Health Clinic_Rajasthan_2018_3"", ""beds"": 162, ""psychiatrists"": 3, ""counselors"": 0}]"
Rajasthan,2018,Rehab Center,32,
RAJASTHAN,2018,NGO Center,49,
Rajasthan,2018,Teletherapy Service,49,"[{""name"": ""Teletherapy Service_Rajasthan_2018_0"", ""beds"": 74, ""psychiatrists"": 7, ""counselors"": 7}, {""name"": ""Teletherapy Service_Rajasthan_2018_1"", ""beds"": 142, ""psychiatrists"": 10, ""counselors"": 13}, {""name"": ""Teletherapy Service_Rajasthan_2018_2"", ""beds"": 133, ""psychiatrists"": 8, ""counselors"": 0}]"
Rajasthan,2019,Hospital,33,"[{""name"": ""Hospital_Rajasthan_2019_0"", ""beds"": 0, ""psychiatrists"": 7, ""counselors"": 18}, {""name"": ""Hospital_Rajasthan_2019_1"", ""beds"": 9, ""psychiatrists"": 0, ""counselors"": 14}, {""name"": ""Hospital_Rajasthan_2019_2"", ""beds"": 113, ""psychiatrists"": 4, ""counselors"": 16}, {""name"": ""Hospital_Rajasthan_2019_3"", ""beds"": 89, ""psychiatrists"": 1, ""counselors"": 20}, {""name"": ""Hospital_Rajasthan_2019_4"", ""beds"": 8, ""psychiatrists"": 1, ""counselors"": 14}]"
Rajasthan,2019,Mental Health Clinic,29,"[{""name"": ""Mental Health Clinic_Rajasthan_2019_0"", ""beds"": 200, ""psychiatrists"": 10, ""counselors"": 17}, {""name"": ""Mental Health Clinic_Rajasthan_2019_1"", ""beds"": 63, ""psychiatrists"": 4, ""counselors"": 4}, {""name"": ""Mental Health Clinic_Rajasthan_2019_2"", ""beds"": 97, ""psychiatrists"": 9, ""counselors"": 0}]"
Rajasthan,2019,Rehab Center,3,
RAJASTHAN,2019,NGO Center,20,"[{""name"": ""NGO Center_Rajasthan_2019_0"", ""beds"": 1, ""psychiatrists"": 3, ""counselors"": 16}]"
rajasthan,2019,Teletherapy Service,26,"[{""name"": ""Teletherapy Service_Rajasthan_2019_0"", ""beds"": 113, ""psychiatrists"": 1, ""counselors"": 12}, {""name"": ""Teletherapy Service_Rajasthan_2019_1"", ""beds"": 37, ""psychiatrists"": 1, ""counselors"": 6}]"
Rajasthan,2020,Hospital,3,"[{""name"": ""Hospital_Rajasthan_2020_0"", ""beds"": 131, ""psychiatrists"": 8, ""counselors"": 20}, {""name"": ""Hospital_Rajasthan_2020_1"", ""beds"": 112, ""psychiatrists"": 4, ""counselors"": 12}]"
Rajasthan,2020,Mental Health Clinic,41,"[{""name"": ""Mental Health Clinic_Rajasthan_2020_0"", ""beds"": 151, ""psychiatrists"": 9, ""counselors"": 2}, {""name"": ""Mental Health Clinic_Rajasthan_2020_1"", ""beds"": 44, ""psychiatrists"": 3, ""counselors"": 15}]"
Rajasthan,2020,Rehab Center,45,
Rajasthan,2020,NGO Center,46,
Rajasthan,2020,Teletherapy Service,45,"[{'name': 'Teletherapy Service_Rajasthan_2020_0', 'beds': 11, 'psychiatrists': 6, 'counselors': 9}, {'name': 'Teletherapy Service_Rajasthan_2020_1', 'beds': 127, 'psychiatrists': 6, 'counselors': 8}, {'name': 'Teletherapy Service_Rajasthan_2020_2', 'beds': 15, 'psychiatrists': 5, 'counselors': 19}, {'name': 'Teletherapy Service_Rajasthan_2020_3', 'beds': 0, 'psychiatrists': 10, 'counselors': 9}, {'name': 'Teletherapy Service_Rajasthan_2020_4', 'beds': 67, 'psychiatrists': 0, 'counselors': 17}]"
RAJASTHAN,2021,Hospital,9,
Rajasthan,2021,Mental Health Clinic,26,
rajasthan,2021,Rehab Center,19,"[{""name"": ""Rehab Center_Rajasthan_2021_0"", ""beds"": 171, ""psychiatrists"": 1, ""counselors"": 13}, {""name"": ""Rehab Center_Rajasthan_2021_1"", ""beds"": 35, ""psychiatrists"": 2, ""counselors"": 0}]"
RAJASTHAN,2021,NGO Center,14,"[{""name"": ""NGO Center_Rajasthan_2021_0"", ""beds"": 171, ""psychiatrists"": 9, ""counselors"": 10}, {""name"": ""NGO Center_Rajasthan_2021_1"", ""beds"": 64, ""psychiatrists"": 7, ""counselors"": 14}, {""name"": ""NGO Center_Rajasthan_2021_2"", ""beds"": 184, ""psychiatrists"": 1, ""counselors"": 20}, {""name"": ""NGO Center_Rajasthan_2021_3"", ""beds"": 98, ""psychiatrists"": 0, ""counselors"": 8}]"
