State,Year,Age_Group,Gender,Suicides,Demographics,Notes
AndhraPradesh,2009/01,18-25,Other,55,"{'population': 13977735, 'urban_pct': 70.63, 'rural_pct': 70.77, 'median_age': 33.0}",
AndhraPradesh,2009,26-35,Male,60,"{'population': 10064112, 'urban_pct': 68.75, 'rural_pct': 58.18, 'median_age': 34.2}",
ANDHRA PRADESH,2009/01,26-35,Female,47,"{'population': 7566674, 'urban_pct': 23.35, 'rural_pct': 89.27, 'median_age': 25.3}",
Andhra Pradesh,2009,26-35,Other,40,"{'population': 12427543, 'urban_pct': 77.13, 'rural_pct': 52.37, 'median_age': 24.1}",
ANDHRA PRADESH,2009,36-45,Male,45,"{'population': 10260281, 'urban_pct': 25.25, 'rural_pct': 66.95, 'median_age': 31.4}",
Andhra-Pradesh,2009,36-45,Female,46,"{'population': 4073224, 'urban_pct': 28.84, 'rural_pct': 29.67, 'median_age': 33.0}",
ANDHRA PRADESH,2009/01,36-45,Other,40,"{'population': 17557484, 'urban_pct': 56.93, 'rural_pct': 49.55, 'median_age': 31.9}",
Andhra Pradesh,2009/01,46-60,Male,50,"{'population': 9989969, 'urban_pct': 69.8, 'rural_pct': 65.29, 'median_age': 34.0}",
ANDHRA PRADESH,2009,46-60,Female,51,"{'population': 16646215, 'urban_pct': 24.22, 'rural_pct': 89.08, 'median_age': 26.6}",
Andhra Pradesh,2009,46-60,Other,54,"{'population': 17754816, 'urban_pct': 55.97, 'rural_pct': 68.06, 'median_age': 35.3}",
Andhra Pradesh,2009,60+,Male,56,"{'population': 7391200, 'urban_pct': 84.17, 'rural_pct': 63.01, 'median_age': 29.4}",
Andhra Pradesh,2009,60+,Female,40,"{""population"": 5559514, ""urban_pct"": 68.04, ""rural_pct"": 23.4, ""median_age"": 30.9}",
Andhra Pradesh,2009,60+,Other,56,"{'population': 8121936, 'urban_pct': 21.16, 'rural_pct': 57.74, 'median_age': 27.2}",
andhra pradesh,2010/01,<18,Male,40,"{'population': 2870812, 'urban_pct': 44.81, 'rural_pct': 75.16, 'median_age': 28.8}",
Andhra-Pradesh,2010,<18,Female,56,"{'population': 12885326, 'urban_pct': 71.24, 'rural_pct': 60.42, 'median_age': 27.5}",
Andhra Pradesh,2010,<18,Other,47,"{'population': 3713625, 'urban_pct': 67.68, 'rural_pct': 44.76, 'median_age': 35.5}",
andhra pradesh,2010,18-25,Male,58,"{'population': 9292886, 'urban_pct': 35.85, 'rural_pct': 46.58, 'median_age': 32.6}",
AndhraPradesh,2010,18-25,Female,61,"{'population': 5788784, 'urban_pct': 75.0, 'rural_pct': 65.67, 'median_age': 27.5}",
andhra pradesh,2010,18-25,Other,56,"{'population': 16047354, 'urban_pct': 71.74, 'rural_pct': 30.32, 'median_age': 32.3}",
Andhra Pradesh,2010,26-35,Male,48,"{""population"": 4809147, ""urban_pct"": 87.36, ""rural_pct"": 43.38, ""median_age"": 29.1}",
Andhra Pradesh,2010,26-35,Female,36,"{'population': 376614, 'urban_pct': 61.58, 'rural_pct': 22.13, 'median_age': 31.0}",
andhra pradesh,2010,26-35,Other,44,"{""population"": 9802883, ""urban_pct"": 78.48, ""rural_pct"": 53.23, ""median_age"": 26.0}",
Andhra Pradesh,2010,36-45,Male,55,"{'population': 11313462, 'urban_pct': 51.68, 'rural_pct': 38.56, 'median_age': 35.9}",
Andhra Pradesh,2010,36-45,Female,69,"{'population': 10154381, 'urban_pct': 69.71, 'rural_pct': 27.6, 'median_age': 33.3}",
Andhra-Pradesh,2010/01,36-45,Other,47,"{'population': 17475115, 'urban_pct': 70.98, 'rural_pct': 88.55, 'median_age': 35.7}",
Andhra Pradesh,2010,46-60,Male,43,"{'population': 19430509, 'urban_pct': 71.87, 'rural_pct': 21.87, 'median_age': 28.3}",
andhra pradesh,2010,46-60,Female,52,"{'population': 18334360, 'urban_pct': 82.95, 'rural_pct': 58.55, 'median_age': 35.5}",
Andhra Pradesh,2010,46-60,Other,52,"{'population': 14052072, 'urban_pct': 86.17, 'rural_pct': 70.66, 'median_age': 26.3}",
Andhra-Pradesh,2010,60+,Male,57,"{""population"": 15318195, ""urban_pct"": 59.67, ""rural_pct"": 34.52, ""median_age"": 28.2}",
Andhra Pradesh,2010,60+,Female,48,"{'population': 17605214, 'urban_pct': 87.67, 'rural_pct': 46.33, 'median_age': 32.0}",
Andhra Pradesh,2010/01,60+,Other,45,"{'population': 7342227, 'urban_pct': 39.81, 'rural_pct': 48.48, 'median_age': 24.6}",
Andhra Pradesh,2011,<18,Male,62,"{'population': 4671075, 'urban_pct': 44.52, 'rural_pct': 70.17, 'median_age': 34.3}",
Andhra-Pradesh,2011,<18,Female,49,"{""population"": 4836346, ""urban_pct"": 89.71, ""rural_pct"": 76.23, ""median_age"": 31.0}",
andhra pradesh,2011,<18,Other,54,"{'population': 8395943, 'urban_pct': 76.82, 'rural_pct': 45.41, 'median_age': 29.1}",
ANDHRA PRADESH,2011,18-25,Male,41,"{'population': 5865049, 'urban_pct': 59.47, 'rural_pct': 42.48, 'median_age': 27.9}",
Andhra-Pradesh,2011/01,18-25,Female,53,"{'population': 6744886, 'urban_pct': 41.07, 'rural_pct': 84.01, 'median_age': 30.8}",
Andhra-Pradesh,2011,18-25,Other,51,"{'population': 17718804, 'urban_pct': 50.93, 'rural_pct': 68.07, 'median_age': 35.2}",
andhra pradesh,2011,26-35,Male,50,"{'population': 15528122, 'urban_pct': 21.94, 'rural_pct': 50.88, 'median_age': 35.5}",
Andhra-Pradesh,2011,26-35,Female,37,"{'population': 19522389, 'urban_pct': 55.85, 'rural_pct': 81.09, 'median_age': 30.5}",
Andhra Pradesh,2011,26-35,Other,57,"{'population': 249744, 'urban_pct': 52.4, 'rural_pct': 36.59, 'median_age': 30.2}",
AndhraPradesh,2011,36-45,Male,51,"{'population': 3318170, 'urban_pct': 77.54, 'rural_pct': 50.42, 'median_age': 32.3}",
ANDHRA PRADESH,2011,36-45,Female,33,"{'population': 1829064, 'urban_pct': 69.11, 'rural_pct': 53.86, 'median_age': 30.7}",
ANDHRA PRADESH,2011,36-45,Other,49,"{'population': 10481765, 'urban_pct': 70.34, 'rural_pct': 24.44, 'median_age': 33.7}",
Andhra-Pradesh,2011/01,46-60,Male,59,"{""population"": 4111241, ""urban_pct"": 56.39, ""rural_pct"": 72.7, ""median_age"": 25.2}",
AndhraPradesh,2011,46-60,Female,68,"{'population': 4137312, 'urban_pct': 40.99, 'rural_pct': 56.14, 'median_age': 26.2}",
AndhraPradesh,2011,46-60,Other,51,"{'population': 4183789, 'urban_pct': 50.26, 'rural_pct': 45.47, 'median_age': 26.2}",
Andhra Pradesh,2011,60+,Male,49,"{'population': 16171779, 'urban_pct': 40.3, 'rural_pct': 43.27, 'median_age': 35.5}",
AndhraPradesh,2011,60+,Female,37,"{'population': 14305028, 'urban_pct': 30.37, 'rural_pct': 70.16, 'median_age': 25.4}",
AndhraPradesh,2011,60+,Other,56,"{'population': 11952658, 'urban_pct': 87.4, 'rural_pct': 57.25, 'median_age': 32.7}",
ANDHRA PRADESH,2012,<18,Male,49,"{'population': 17667944, 'urban_pct': 47.34, 'rural_pct': 85.61, 'median_age': 31.9}",
ANDHRA PRADESH,2012,<18,Female,44,"{'population': 10214640, 'urban_pct': 84.64, 'rural_pct': 85.23, 'median_age': 34.1}",
AndhraPradesh,2012,<18,Other,53,"{'population': 17061433, 'urban_pct': 74.28, 'rural_pct': 53.22, 'median_age': 25.6}",
Andhra-Pradesh,2012,18-25,Male,51,"{""population"": 2317272, ""urban_pct"": 23.15, ""rural_pct"": 30.36, ""median_age"": 25.9}",
Andhra-Pradesh,2012,18-25,Female,50,"{'population': 7819010, 'urban_pct': 88.69, 'rural_pct': 33.4, 'median_age': 32.8}",
Andhra-Pradesh,2012,18-25,Other,63,"{""population"": 14144745, ""urban_pct"": 84.57, ""rural_pct"": 85.67, ""median_age"": 27.0}",
ANDHRA PRADESH,2012,26-35,Male,53,"{'population': 1038495, 'urban_pct': 84.65, 'rural_pct': 67.52, 'median_age': 32.4}",
ANDHRA PRADESH,2012/01,26-35,Female,46,"{'population': 16528682, 'urban_pct': 50.63, 'rural_pct': 69.97, 'median_age': 26.4}",
Andhra-Pradesh,2012,26-35,Other,55,"{'population': 863461, 'urban_pct': 64.04, 'rural_pct': 43.19, 'median_age': 26.4}",
ANDHRA PRADESH,2012,36-45,Male,48,"{'population': 2464748, 'urban_pct': 43.85, 'rural_pct': 42.23, 'median_age': 35.5}",
Andhra-Pradesh,2012,36-45,Female,50,"{'population': 15945837, 'urban_pct': 55.06, 'rural_pct': 65.05, 'median_age': 34.8}",
AndhraPradesh,2012,36-45,Other,40,"{""population"": 19147586, ""urban_pct"": 25.47, ""rural_pct"": 35.23, ""median_age"": 27.6}",
ANDHRA PRADESH,2012,46-60,Male,48,"{'population': 806400, 'urban_pct': 35.68, 'rural_pct': 24.16, 'median_age': 35.1}",
AndhraPradesh,2012,46-60,Female,56,"{'population': 2559103, 'urban_pct': 57.41, 'rural_pct': 73.1, 'median_age': 30.2}",
ANDHRA PRADESH,2012,46-60,Other,48,"{'population': 3770329, 'urban_pct': 60.79, 'rural_pct': 24.42, 'median_age': 35.8}",
ANDHRA PRADESH,2012,60+,Male,52,"{'population': 2042863, 'urban_pct': 29.75, 'rural_pct': 51.7, 'median_age': 32.8}",
Andhra-Pradesh,2012,60+,Female,56,"{""population"": 18969874, ""urban_pct"": 83.3, ""rural_pct"": 40.78, ""median_age"": 33.2}",
ANDHRA PRADESH,2012,60+,Other,51,"{'population': 2754268, 'urban_pct': 82.13, 'rural_pct': 56.49, 'median_age': 25.6}",
ANDHRA PRADESH,2013,<18,Male,53,"{'population': 14529259, 'urban_pct': 53.43, 'rural_pct': 35.29, 'median_age': 34.5}",
ANDHRA PRADESH,2013,<18,Female,39,"{""population"": 12780161, ""urban_pct"": 67.74, ""rural_pct"": 38.35, ""median_age"": 30.6}",
andhra pradesh,2013,<18,Other,44,"{'population': 14372158, 'urban_pct': 58.47, 'rural_pct': 81.91, 'median_age': 25.4}",
AndhraPradesh,2013,18-25,Male,31,"{'population': 1993556, 'urban_pct': 36.67, 'rural_pct': 83.56, 'median_age': 24.1}",
andhra pradesh,2013/01,18-25,Female,59,"{""population"": 549912, ""urban_pct"": 81.13, ""rural_pct"": 72.51, ""median_age"": 24.7}",
Andhra Pradesh,2013,18-25,Other,66,"{""population"": 11782893, ""urban_pct"": 62.17, ""rural_pct"": 27.67, ""median_age"": 36.0}",
ANDHRA PRADESH,2013,26-35,Male,49,"{'population': 2612816, 'urban_pct': 37.51, 'rural_pct': 51.94, 'median_age': 29.9}",
AndhraPradesh,2013,26-35,Female,50,"{'population': 10207561, 'urban_pct': 85.9, 'rural_pct': 35.39, 'median_age': 27.5}",
AndhraPradesh,2013,26-35,Other,45,"{'population': 1861856, 'urban_pct': 44.26, 'rural_pct': 61.24, 'median_age': 35.4}",
Andhra-Pradesh,2013,36-45,Male,60,"{""population"": 18604448, ""urban_pct"": 34.75, ""rural_pct"": 63.93, ""median_age"": 33.8}",
Andhra Pradesh,2013/01,36-45,Female,56,"{'population': 15275759, 'urban_pct': 86.71, 'rural_pct': 88.51, 'median_age': 34.0}",
ANDHRA PRADESH,2013,36-45,Other,50,"{""population"": 12932763, ""urban_pct"": 54.68, ""rural_pct"": 29.61, ""median_age"": 28.6}",
andhra pradesh,2013,46-60,Male,52,"{'population': 17917464, 'urban_pct': 23.66, 'rural_pct': 68.64, 'median_age': 30.5}",
Andhra-Pradesh,2013,46-60,Female,46,"{'population': 8859136, 'urban_pct': 76.72, 'rural_pct': 48.63, 'median_age': 33.1}",
AndhraPradesh,2013,46-60,Other,43,"{'population': 1966581, 'urban_pct': 76.52, 'rural_pct': 51.27, 'median_age': 35.4}",
ANDHRA PRADESH,2013,60+,Male,50,"{'population': 19263353, 'urban_pct': 70.35, 'rural_pct': 36.17, 'median_age': 27.1}",
AndhraPradesh,2013,60+,Female,46,"{'population': 559470, 'urban_pct': 39.65, 'rural_pct': 42.22, 'median_age': 27.3}",
AndhraPradesh,2013,60+,Other,56,"{'population': 9252970, 'urban_pct': 45.32, 'rural_pct': 43.85, 'median_age': 33.4}",
Andhrp Pradesh,2014,<18,Male,51,"{""population"": 8925735, ""urban_pct"": 79.33, ""rural_pct"": 58.93, ""median_age"": 24.2}",
Andhra-Pradesh,2014,<18,Female,48,"{'population': 7359581, 'urban_pct': 48.6, 'rural_pct': 49.43, 'median_age': 25.0}",
ANDHRA PRADESH,2014,<18,Other,41,"{'population': 9315866, 'urban_pct': 38.17, 'rural_pct': 55.35, 'median_age': 26.7}",
andhra pradesh,2014,18-25,Male,50,"{'population': 1341905, 'urban_pct': 32.9, 'rural_pct': 54.53, 'median_age': 29.3}",
Andhra Pradesh,2014,18-25,Female,46,"{'population': 590836, 'urban_pct': 67.49, 'rural_pct': 29.98, 'median_age': 28.2}",
Andhra-Pradesh,2014,18-25,Other,44,"{'population': 3847776, 'urban_pct': 55.77, 'rural_pct': 73.41, 'median_age': 27.9}",
andhra pradesh,2014,26-35,Male,44,"{'population': 4850950, 'urban_pct': 21.73, 'rural_pct': 47.51, 'median_age': 28.3}",
andhra pradesh,2014,26-35,Female,55,"{'population': 5429205, 'urban_pct': 45.78, 'rural_pct': 69.64, 'median_age': 25.8}",
ANDHRA PRADESH,2014,26-35,Other,48,"{'population': 17101767, 'urban_pct': 74.84, 'rural_pct': 40.1, 'median_age': 35.3}",
Andhra-Pradesh,2014,36-45,Male,46,"{'population': 2682176, 'urban_pct': 86.86, 'rural_pct': 22.9, 'median_age': 35.9}",
andhra pradesh,2014,36-45,Female,57,"{'population': 4118218, 'urban_pct': 79.33, 'rural_pct': 53.06, 'median_age': 24.6}",
Andhra Pradesh,2014,36-45,Other,47,"{'population': 19351976, 'urban_pct': 40.51, 'rural_pct': 72.92, 'median_age': 26.9}",
Andhra-Pradesh,2014,46-60,Male,56,"{'population': 14981973, 'urban_pct': 71.3, 'rural_pct': 28.38, 'median_age': 28.3}",
Andhra-Pradesh,2014,46-60,Female,52,"{'population': 15114866, 'urban_pct': 75.04, 'rural_pct': 73.92, 'median_age': 33.9}",
AndhraPradesh,2014,46-60,Other,38,"{""population"": 4685214, ""urban_pct"": 62.39, ""rural_pct"": 34.29, ""median_age"": 28.1}",
Andhra-Pradesh,2014,60+,Male,54,"{'population': 19377747, 'urban_pct': 54.59, 'rural_pct': 28.3, 'median_age': 26.4}",
ANDHRA PRADESH,2014,60+,Female,56,"{'population': 18658575, 'urban_pct': 69.8, 'rural_pct': 57.11, 'median_age': 25.2}",
Andhra Pradesh,2014,60+,Other,66,"{'population': 17810685, 'urban_pct': 84.3, 'rural_pct': 26.7, 'median_age': 28.3}",
andhra pradesh,2015,<18,Male,45,"{""population"": 11345780, ""urban_pct"": 61.4, ""rural_pct"": 46.84, ""median_age"": 35.9}",
AndhraPradesh,2015,<18,Female,46,"{'population': 13769559, 'urban_pct': 64.16, 'rural_pct': 38.15, 'median_age': 29.2}",
Andhra-Pradesh,2015,<18,Other,56,"{'population': 17141754, 'urban_pct': 25.87, 'rural_pct': 27.31, 'median_age': 31.1}",
AndhraPradesh,2015,18-25,Male,50,"{'population': 19782719, 'urban_pct': 39.55, 'rural_pct': 35.89, 'median_age': 26.8}",
ANDHRA PRADESH,2015,18-25,Female,47,"{'population': 14367324, 'urban_pct': 39.97, 'rural_pct': 63.12, 'median_age': 33.1}",
Andhra-Pradesh,2015,18-25,Other,58,"{'population': 9386729, 'urban_pct': 60.26, 'rural_pct': 46.92, 'median_age': 25.2}",
ANDHRA PRADESH,2015/01,26-35,Male,55,"{'population': 5731462, 'urban_pct': 40.19, 'rural_pct': 25.76, 'median_age': 35.9}",
ANDHRA PRADESH,2015/01,26-35,Female,62,"{'population': 18577530, 'urban_pct': 78.72, 'rural_pct': 37.16, 'median_age': 24.3}",
Andhra-Pradesh,2015,26-35,Other,45,"{'population': 914942, 'urban_pct': 45.87, 'rural_pct': 70.27, 'median_age': 35.4}",
ANDHRA PRADESH,2015,36-45,Male,43,"{'population': 3728064, 'urban_pct': 70.14, 'rural_pct': 25.66, 'median_age': 25.4}",
andhra pradesh,2015,36-45,Female,59,"{'population': 3957837, 'urban_pct': 87.79, 'rural_pct': 33.75, 'median_age': 32.9}",
AndhraPradesh,2015,36-45,Other,55,"{'population': 17258192, 'urban_pct': 67.05, 'rural_pct': 84.81, 'median_age': 32.3}",
Andhra-Pradesh,2015,46-60,Male,65,"{'population': 18779086, 'urban_pct': 66.28, 'rural_pct': 28.57, 'median_age': 24.4}",
ANDHRA PRADESH,2015,46-60,Female,47,"{'population': 7439006, 'urban_pct': 67.13, 'rural_pct': 71.43, 'median_age': 25.8}",
AndhraPradesh,2015,46-60,Other,56,"{""population"": 3026670, ""urban_pct"": 86.56, ""rural_pct"": 30.0, ""median_age"": 33.0}",
AndhraPradesh,2015,60+,Male,48,"{'population': 6026548, 'urban_pct': 22.72, 'rural_pct': 41.84, 'median_age': 31.4}",
AndhraPradesh,2015,60+,Female,58,"{'population': 6091956, 'urban_pct': 81.45, 'rural_pct': 31.15, 'median_age': 34.5}",
Andhra-Pradesh,2015,60+,Other,49,"{'population': 16188307, 'urban_pct': 40.68, 'rural_pct': 74.67, 'median_age': 35.6}",
ANDHRA PRADESH,2016,<18,Male,54,"{""population"": 14306113, ""urban_pct"": 28.11, ""rural_pct"": 57.47, ""median_age"": 27.8}",
ANDHRA PRADESH,2016,<18,Female,34,"{'population': 16281578, 'urban_pct': 78.81, 'rural_pct': 29.52, 'median_age': 31.2}",
Andhra-Pradesh,2016,<18,Other,42,"{'population': 13773958, 'urban_pct': 24.26, 'rural_pct': 35.97, 'median_age': 27.1}",
AndhraPradesh,2016,18-25,Male,51,"{'population': 1883191, 'urban_pct': 38.78, 'rural_pct': 39.03, 'median_age': 28.1}",
Andhra Pradesh,2016,18-25,Female,41,"{'population': 18035615, 'urban_pct': 34.43, 'rural_pct': 46.23, 'median_age': 35.4}",
Andhra Pradesh,2016,18-25,Other,42,"{'population': 758592, 'urban_pct': 76.17, 'rural_pct': 83.68, 'median_age': 32.5}",
ANDHRA PRADESH,2016,26-35,Male,45,"{'population': 12199984, 'urban_pct': 57.48, 'rural_pct': 21.03, 'median_age': 34.1}",
AndhraPradesh,2016,26-35,Female,54,"{""population"": 11173365, ""urban_pct"": 48.94, ""rural_pct"": 51.29, ""median_age"": 27.0}",
ANDHRA PRADESH,2016/01,26-35,Other,44,"{""population"": 13402563, ""urban_pct"": 75.39, ""rural_pct"": 87.04, ""median_age"": 27.4}",
Andhra Pradesh,2016/01,36-45,Male,51,"{'population': 4198764, 'urban_pct': 76.91, 'rural_pct': 63.55, 'median_age': 28.8}",
Andhra-Pradesh,2016,36-45,Female,61,"{'population': 13987840, 'urban_pct': 21.41, 'rural_pct': 38.01, 'median_age': 30.5}",
AndhraPradesh,2016,36-45,Other,54,"{'population': 10525348, 'urban_pct': 74.93, 'rural_pct': 60.24, 'median_age': 32.9}",
AndhraPradesh,2016,46-60,Male,51,"{'population': 9822347, 'urban_pct': 50.07, 'rural_pct': 74.44, 'median_age': 28.9}",
AndhraPradesh,2016,46-60,Female,46,"{'population': 627556, 'urban_pct': 89.52, 'rural_pct': 39.07, 'median_age': 35.4}",
ANDHRA PRADESH,2016,46-60,Other,52,"{""population"": 13382807, ""urban_pct"": 73.98, ""rural_pct"": 58.7, ""median_age"": 29.7}",
AndhraPradesh,2016,60+,Male,55,"{'population': 2856309, 'urban_pct': 26.68, 'rural_pct': 78.15, 'median_age': 34.4}",
andhra pradesh,2016,60+,Female,37,"{'population': 17612579, 'urban_pct': 70.61, 'rural_pct': 50.34, 'median_age': 26.8}",
AndhraPradesh,2016,60+,Other,45,"{""population"": 1275062, ""urban_pct"": 42.5, ""rural_pct"": 50.43, ""median_age"": 28.9}",
Andhra Pradesh,2017,<18,Male,54,"{'population': 18356920, 'urban_pct': 54.99, 'rural_pct': 22.84, 'median_age': 26.8}",
Andhra-Pradesh,2017,<18,Female,35,"{'population': 14334189, 'urban_pct': 68.95, 'rural_pct': 63.7, 'median_age': 33.1}",
AndhraPradesh,2017,<18,Other,65,"{'population': 3863950, 'urban_pct': 22.73, 'rural_pct': 60.31, 'median_age': 26.0}",
AndhraPradesh,2017,18-25,Male,54,"{'population': 360664, 'urban_pct': 40.77, 'rural_pct': 59.52, 'median_age': 27.5}",
AndhraPradesh,2017,18-25,Female,43,"{'population': 18968337, 'urban_pct': 65.52, 'rural_pct': 80.09, 'median_age': 30.3}",
AndhraPradesh,2017,18-25,Other,55,"{'population': 15891384, 'urban_pct': 52.4, 'rural_pct': 24.47, 'median_age': 35.1}",
andhra pradesh,2017,26-35,Male,45,"{""population"": 15950452, ""urban_pct"": 20.69, ""rural_pct"": 60.86, ""median_age"": 25.8}",
ANDHRA PRADESH,2017/01,26-35,Female,49,"{""population"": 6736312, ""urban_pct"": 68.58, ""rural_pct"": 52.36, ""median_age"": 28.0}",
Andhra-Pradesh,2017,26-35,Other,37,"{'population': 18812164, 'urban_pct': 81.83, 'rural_pct': 65.85, 'median_age': 24.2}",
AndhraPradesh,2017,36-45,Male,40,"{'population': 10309278, 'urban_pct': 45.71, 'rural_pct': 36.31, 'median_age': 35.2}",
andhra pradesh,2017,36-45,Female,55,"{'population': 7312570, 'urban_pct': 39.6, 'rural_pct': 71.59, 'median_age': 25.2}",
Andhra Pradesh,2017,36-45,Other,48,"{'population': 19919927, 'urban_pct': 62.33, 'rural_pct': 22.33, 'median_age': 32.8}",
Andhra Pradesh,2017,46-60,Male,48,"{'population': 7312637, 'urban_pct': 26.39, 'rural_pct': 33.77, 'median_age': 25.8}",
Andhra-Pradesh,2017,46-60,Female,43,"{'population': 14803515, 'urban_pct': 49.78, 'rural_pct': 56.98, 'median_age': 27.6}",
andhra pradesh,2017,46-60,Other,45,"{'population': 11961542, 'urban_pct': 41.82, 'rural_pct': 53.46, 'median_age': 30.4}",
andhra pradesh,2017,60+,Male,52,"{'population': 14721448, 'urban_pct': 59.23, 'rural_pct': 55.69, 'median_age': 33.5}",
ANDHRA PRADESH,2017,60+,Female,46,"{'population': 12320425, 'urban_pct': 79.88, 'rural_pct': 36.05, 'median_age': 28.2}",
andhra pradesh,2017/01,60+,Other,52,"{'population': 6056431, 'urban_pct': 85.32, 'rural_pct': 20.32, 'median_age': 26.4}",
Andhra-Pradesh,2018/01,<18,Male,53,"{'population': 12427136, 'urban_pct': 84.11, 'rural_pct': 54.8, 'median_age': 24.2}",
Andhra-Pradesh,2018,<18,Female,44,"{""population"": 8540544, ""urban_pct"": 39.19, ""rural_pct"": 85.99, ""median_age"": 30.9}",
tndhra Pradesh,2018,<18,Other,54,"{'population': 15299842, 'urban_pct': 54.32, 'rural_pct': 56.86, 'median_age': 34.5}",
Andhra Pradesh,2018,18-25,Male,46,"{'population': 5986036, 'urban_pct': 80.96, 'rural_pct': 80.78, 'median_age': 29.0}",
andhra pradesh,2018,18-25,Female,52,"{'population': 18306412, 'urban_pct': 39.42, 'rural_pct': 30.32, 'median_age': 31.9}",
Andhra Pradesh,2018/01,18-25,Other,65,"{'population': 5727864, 'urban_pct': 83.4, 'rural_pct': 48.92, 'median_age': 35.3}",
AndhraPradesh,2018,26-35,Male,43,"{""population"": 16878409, ""urban_pct"": 30.33, ""rural_pct"": 71.34, ""median_age"": 26.1}",
Andhra-Pradesh,2018/01,26-35,Female,54,"{'population': 158192, 'urban_pct': 41.78, 'rural_pct': 50.76, 'median_age': 25.4}",
Andhra Pradesh,2018,26-35,Other,48,"{'population': 3088747, 'urban_pct': 32.78, 'rural_pct': 83.95, 'median_age': 27.8}",
ANDHRA PRADESH,2018,36-45,Male,52,"{'population': 12617126, 'urban_pct': 52.22, 'rural_pct': 28.6, 'median_age': 35.3}",
ANDHRA PRADESH,2018,36-45,Female,49,"{'population': 4503841, 'urban_pct': 41.73, 'rural_pct': 63.45, 'median_age': 27.4}",
andhra pradesh,2018,36-45,Other,48,"{'population': 6734869, 'urban_pct': 32.4, 'rural_pct': 69.35, 'median_age': 32.4}",
Andhra-Pradesh,2018,46-60,Male,43,"{""population"": 17600401, ""urban_pct"": 51.48, ""rural_pct"": 45.83, ""median_age"": 34.0}",
AndhraPradesh,2018,46-60,Female,39,"{'population': 19132784, 'urban_pct': 34.75, 'rural_pct': 40.85, 'median_age': 28.2}",
ANDHRA PRADESH,2018,46-60,Other,62,"{'population': 9074468, 'urban_pct': 26.35, 'rural_pct': 35.86, 'median_age': 27.1}",
andhra pradesh,2018,60+,Male,45,"{'population': 15728203, 'urban_pct': 61.08, 'rural_pct': 63.94, 'median_age': 28.5}",
ANDHRA PRADESH,2018,60+,Female,55,"{'population': 315023, 'urban_pct': 31.11, 'rural_pct': 56.72, 'median_age': 28.0}",
Andhra-Pradesh,2018,60+,Other,52,"{'population': 6296517, 'urban_pct': 72.64, 'rural_pct': 59.27, 'median_age': 31.4}",
ANDHRA PRADESH,2019,<18,Male,53,"{'population': 8525002, 'urban_pct': 70.64, 'rural_pct': 47.93, 'median_age': 29.8}",
ANDHRA PRADESH,2019,<18,Female,55,"{'population': 17060780, 'urban_pct': 27.55, 'rural_pct': 60.19, 'median_age': 27.2}",
Andhra Pradesh,2019,<18,Other,43,"{""population"": 17635389, ""urban_pct"": 33.89, ""rural_pct"": 21.93, ""median_age"": 33.0}",
ANDHRA PRADESH,2019,18-25,Male,55,"{'population': 10427497, 'urban_pct': 75.5, 'rural_pct': 80.1, 'median_age': 28.2}",
AndhraPradesh,2019,18-25,Female,44,"{'population': 10159357, 'urban_pct': 41.53, 'rural_pct': 77.08, 'median_age': 34.3}",
Andhra-Pradesh,2019,18-25,Other,45,"{'population': 12608008, 'urban_pct': 20.35, 'rural_pct': 78.85, 'median_age': 25.2}",
ANDHRA PRADESH,2019,26-35,Male,36,"{""population"": 15601941, ""urban_pct"": 69.44, ""rural_pct"": 36.59, ""median_age"": 25.1}",
Andhra-Pradesh,2019,26-35,Female,55,"{'population': 11026051, 'urban_pct': 82.86, 'rural_pct': 32.61, 'median_age': 32.8}",
Andhra Pradesh,2019,26-35,Other,54,"{'population': 19727290, 'urban_pct': 21.88, 'rural_pct': 28.01, 'median_age': 26.1}",
andhra pradesh,2019,36-45,Male,63,"{'population': 13410729, 'urban_pct': 84.02, 'rural_pct': 44.81, 'median_age': 25.7}",
Andhra-Pradesh,2019,36-45,Female,43,"{'population': 6085625, 'urban_pct': 49.8, 'rural_pct': 70.05, 'median_age': 28.6}",
Andhra Pradesh,2019,36-45,Other,55,"{""population"": 13411916, ""urban_pct"": 67.76, ""rural_pct"": 31.6, ""median_age"": 29.6}",
Andhra-Pradesh,2019,46-60,Male,50,"{'population': 13621880, 'urban_pct': 76.25, 'rural_pct': 89.14, 'median_age': 27.8}",
Andhra-Pradesh,2019,46-60,Female,47,"{'population': 13528929, 'urban_pct': 49.57, 'rural_pct': 86.18, 'median_age': 29.1}",
Andhra-Pradesh,2019,46-60,Other,52,"{""population"": 15939610, ""urban_pct"": 69.84, ""rural_pct"": 30.91, ""median_age"": 35.7}",
AndhraPradesh,2019,60+,Male,45,"{'population': 12917179, 'urban_pct': 80.92, 'rural_pct': 84.4, 'median_age': 24.1}",
AndhraPradesh,2019,60+,Female,60,"{'population': 15316909, 'urban_pct': 50.44, 'rural_pct': 57.47, 'median_age': 24.5}",
andhra pradesh,2019,60+,Other,56,"{""population"": 8516682, ""urban_pct"": 49.8, ""rural_pct"": 42.75, ""median_age"": 33.2}",
AndhraPradesh,2020,<18,Male,53,"{""population"": 637839, ""urban_pct"": 51.27, ""rural_pct"": 69.16, ""median_age"": 24.4}",
